Time,ManagementArea,Prescription,Stand,EventID,StandAge,StandRank,NumberOfSites,HarvestedSites,MgBiomassRemoved,MgBioRemovedPerDamagedHa,TotalCohortsPartialHarvest,TotalCohortsCompleteHarvest,CohortsHarvested_abiebals,CohortsHarvested_acerrubr,CohortsHarvested_acersacc,CohortsHarvested_betualle,CohortsHarvested_betupapy,CohortsHarvested_fraxamer,CohortsHarvested_piceglau,CohortsHarvested_pinubank,CohortsHarvested_pinuresi,CohortsHarvested_pinustro,CohortsHarvested_poputrem,CohortsHarvested_querelli,CohortsHarvested_querrubr,CohortsHarvested_thujocci,CohortsHarvested_tiliamer,BiomassHarvestedMg_abiebals,BiomassHarvestedMg_acerrubr,BiomassHarvestedMg_acersacc,BiomassHarvestedMg_betualle,BiomassHarvestedMg_betupapy,BiomassHarvestedMg_fraxamer,BiomassHarvestedMg_piceglau,BiomassHarvestedMg_pinubank,BiomassHarvestedMg_pinuresi,BiomassHarvestedMg_pinustro,BiomassHarvestedMg_poputrem,BiomassHarvestedMg_querelli,BiomassHarvestedMg_querrubr,BiomassHarvestedMg_thujocci,BiomassHarvestedMg_tiliamer,
35, 1, SelectiveNorthernHardwood, 5, 189, 115, 477, 76, 4, 68.6, 17.15, 21, 0, 0, 7, 2, 6, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21.67, 3.25, 20.97, 0, 22.71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 17, 180, 123, 1150, 256, 14, 227.21, 16.2293, 98, 0, 0, 22, 27, 21, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48.4, 29.36, 76.9, 0, 72.55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 10, 157, 338, 4963, 68, 4, 23.34, 5.835, 28, 0, 0, 2, 11, 6, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4, 9.92, 4.53, 0, 8.49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 1, 166, 171, 2859, 96, 7, 156.61, 22.3729, 53, 0, 0, 12, 11, 13, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35.24, 11.56, 54.61, 0, 55.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 22, 175, 154, 1529, 294, 21, 457.41, 21.7814, 152, 0, 0, 36, 36, 34, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93.05, 43.88, 162.77, 0, 157.71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 9, 150, 270, 5409, 65, 5, 57.57, 11.514, 44, 0, 0, 6, 12, 11, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.44, 8.75, 18.88, 0, 22.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 12, 155, 324, 5025, 80, 5, 41.75, 8.35, 48, 0, 0, 7, 12, 11, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.57, 5.33, 11.93, 0, 17.92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 11, 167, 362, 2847, 40, 2, 8.05, 4.025, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 13, 177, 183, 1248, 42, 4, 116.46, 29.115, 35, 0, 0, 8, 10, 8, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 14.6, 36.33, 0, 37.53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 18, 160, 323, 3759, 100, 4, 74.21, 18.5525, 33, 0, 0, 5, 11, 7, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10.61, 11.75, 25.98, 0, 25.87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 14, 184, 375, 736, 64, 1, 1.72, 1.72, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 16, 161, 223, 3709, 79, 8, 109.44, 13.68, 58, 0, 0, 9, 14, 15, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21.07, 10.6, 35.52, 0, 42.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 23, 182, 138, 741, 213, 15, 330.31, 22.0207, 105, 0, 0, 28, 20, 26, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78.14, 25.81, 114.95, 0, 111.41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 15, 181, 374, 967, 30, 1, 7.53, 7.53, 4, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.03, 0, 0, 2.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 20, 147, 258, 6197, 60, 6, 113.58, 18.93, 53, 0, 0, 8, 16, 12, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15.91, 16.82, 40.13, 0, 40.72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 19, 174, 354, 1979, 55, 3, 7.84, 2.6133, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 21, 170, 221, 2474, 71, 8, 199.8, 24.975, 57, 0, 0, 14, 11, 14, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46.25, 14.96, 68.49, 0, 70.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 26, 153, 340, 5287, 154, 9, 63.07, 7.0078, 86, 0, 0, 6, 34, 18, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.99, 28.96, 11.11, 0, 22.01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 27, 187, 136, 512, 145, 10, 173.05, 17.305, 58, 0, 0, 18, 8, 14, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45.78, 9.97, 57.65, 0, 59.65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 28, 179, 168, 1221, 183, 14, 255.84, 18.2743, 88, 0, 0, 25, 11, 24, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72.41, 11.77, 82.61, 0, 89.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 29, 145, 301, 6312, 172, 16, 185.55, 11.5969, 138, 0, 0, 13, 59, 27, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16.47, 62.12, 48.17, 0, 58.79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 24, 162, 248, 3586, 82, 8, 129.24, 16.155, 70, 0, 0, 14, 13, 19, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28.25, 9.38, 42.4, 0, 49.21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 25, 173, 204, 1996, 19, 2, 30.84, 15.42, 18, 0, 0, 3, 4, 5, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.79, 2.31, 9.61, 0, 11.13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 30, 158, 212, 4624, 123, 13, 249.88, 19.2215, 130, 0, 0, 23, 35, 30, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39.53, 28.62, 91.01, 0, 90.72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 34, 151, 302, 5389, 222, 18, 183.5, 10.1944, 162, 0, 0, 16, 58, 36, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 50.39, 51.75, 0, 66.36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 31, 191, 112, 412, 69, 5, 76.55, 15.31, 22, 0, 0, 9, 1, 6, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30.9, 1.97, 20.97, 0, 22.71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 32, 206, 119, 23, 79, 1, 4.05, 4.05, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 33, 171, 168, 2335, 58, 6, 126.9, 21.15, 56, 0, 0, 14, 18, 10, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25.86, 20.06, 41.65, 0, 39.33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 42, 168, 216, 2799, 190, 13, 156.67, 12.0515, 87, 0, 0, 14, 31, 18, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29.94, 34.25, 44.56, 0, 47.92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 36, 178, 139, 1225, 113, 9, 157.82, 17.5356, 64, 0, 0, 13, 16, 16, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30.12, 17.01, 57.03, 0, 53.66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 35, 208, 92, 13, 72, 1, 1.23, 1.23, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 38, 143, 261, 6885, 73, 8, 136.23, 17.0288, 67, 0, 0, 11, 23, 14, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19.13, 23.96, 48.13, 0, 45.01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 40, 159, 181, 4105, 65, 7, 153.09, 21.87, 68, 0, 0, 13, 17, 16, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28.03, 16.31, 53.99, 0, 54.76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 37, 203, 104, 39, 78, 2, 29.55, 14.775, 7, 0, 0, 2, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.68, 0, 8.26, 0, 13.61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 39, 156, 204, 5003, 47, 5, 149.68, 29.936, 51, 0, 0, 10, 18, 10, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28.91, 26.05, 47.53, 0, 47.19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 41, 163, 176, 3344, 105, 10, 206.31, 20.631, 73, 0, 0, 16, 19, 14, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42.55, 24.06, 65.43, 0, 74.27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 45, 194, 112, 267, 135, 9, 120.37, 13.3744, 38, 0, 0, 12, 8, 8, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37.92, 12.31, 36.1, 0, 34.04, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 44, 165, 188, 3105, 52, 6, 155.29, 25.8817, 51, 0, 0, 13, 12, 11, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31.94, 13.54, 58.96, 0, 50.85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 47, 197, 122, 83, 121, 10, 47.57, 4.757, 16, 0, 0, 10, 1, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32.26, 1.28, 4.56, 0, 9.47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 43, 176, 137, 1251, 24, 3, 35.55, 11.85, 17, 0, 0, 5, 3, 5, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11.39, 3.37, 12.46, 0, 8.33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 46, 169, 160, 2654, 92, 6, 125.45, 20.9083, 52, 0, 0, 10, 15, 11, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21.23, 18.83, 42.26, 0, 43.13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 48, 188, 133, 482, 67, 6, 51.1, 8.5167, 14, 0, 0, 7, 0, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23.75, 0, 16.31, 0, 11.04, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 50, 200, 95, 55, 67, 4, 13.13, 3.2825, 4, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11.56, 0, 0, 0, 1.57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 51, 193, 135, 279, 95, 7, 100.51, 14.3586, 27, 0, 0, 10, 2, 7, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35.62, 5.15, 29.19, 0, 30.55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 49, 201, 145, 52, 72, 6, 24.3, 4.05, 6, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 54, 205, 119, 28, 121, 6, 25.68, 4.28, 6, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25.68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 53, 204, 106, 28, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 57, 209, 92, 13, 118, 1, 4.05, 4.05, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 56, 196, 112, 84, 82, 2, 38.05, 19.025, 12, 0, 0, 3, 3, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.68, 3.6, 11.93, 0, 15.84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 55, 195, 110, 124, 84, 3, 14.33, 4.7767, 6, 0, 0, 1, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26, 0, 6.03, 0, 6.04, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 60, 207, 107, 20, 51, 2, 8.56, 4.28, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 65, 172, 179, 2237, 179, 9, 187.95, 20.8833, 66, 0, 0, 15, 14, 15, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39.15, 16.52, 65.18, 0, 67.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 61, 190, 148, 456, 52, 5, 50.99, 10.198, 14, 0, 0, 4, 0, 6, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12.75, 0, 19.43, 0, 18.81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 52, 198, 170, 80, 2, 1, 1.21, 1.21, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 58, 186, 173, 570, 36, 1, 15.05, 15.05, 7, 0, 0, 2, 1, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.24, 1.28, 4.56, 0, 4.97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 59, 199, 163, 72, 20, 1, 2.35, 2.35, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 64, 149, 208, 5497, 107, 11, 201.87, 18.3518, 91, 0, 0, 16, 25, 21, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38.97, 24.75, 63.66, 0, 74.49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 62, 183, 134, 737, 44, 4, 72.73, 18.1825, 30, 0, 0, 6, 9, 7, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.16, 9.55, 25.97, 0, 23.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 66, 164, 237, 3301, 138, 8, 133.97, 16.7463, 72, 0, 0, 11, 20, 17, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21.28, 17.11, 45.76, 0, 49.82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 63, 202, 119, 44, 75, 1, 2.35, 2.35, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, SelectiveNorthernHardwood, 67, 192, 166, 386, 39, 4, 82.04, 20.51, 22, 0, 0, 7, 2, 6, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22.1, 2.44, 28.45, 0, 29.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 2, SelectiveNorthernHardwood, 68, 210, 19, 2, 344, 29, 495.02, 17.0697, 59, 0, 0, 49, 4, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 435.53, 12.79, 2.05, 0, 44.65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 4, 215, 340, 6250, 29, 3, 17.92, 5.9733, 19, 0, 0, 1, 11, 3, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 11.84, 2.24, 0, 3.64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 6, 220, 300, 5384, 59, 5, 56.82, 11.364, 35, 0, 0, 3, 19, 5, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.3, 21.98, 13.76, 0, 15.78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 7, 212, 320, 6735, 57, 6, 61.39, 10.2317, 44, 0, 0, 4, 21, 8, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.55, 23.28, 15.42, 0, 17.14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 2, 222, 308, 5233, 31, 3, 43.27, 14.4233, 23, 0, 0, 4, 6, 5, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.06, 4.91, 14.01, 0, 17.29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 8, 253, 376, 609, 69, 2, 5.38, 2.69, 4, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.99, 2.39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 3, 216, 245, 5963, 51, 6, 90.21, 15.035, 50, 0, 0, 9, 13, 12, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14.61, 11.12, 31.39, 0, 33.09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 5, 257, 115, 489, 76, 2, 7.81, 3.905, 4, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.28, 2.19, 2.34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 17, 248, 123, 1170, 256, 14, 172.16, 12.2971, 75, 0, 0, 19, 17, 17, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43.47, 16.54, 53.93, 0, 58.22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 10, 225, 339, 5013, 68, 5, 60.02, 12.004, 49, 0, 0, 5, 18, 11, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.64, 14.43, 18.14, 0, 21.81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 1, 234, 171, 2894, 96, 8, 160.78, 20.0975, 65, 0, 0, 14, 16, 15, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33.52, 13.52, 56.58, 0, 57.16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 22, 243, 155, 1560, 294, 23, 478.79, 20.817, 178, 0, 0, 37, 47, 40, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96.08, 51.24, 163.98, 0, 167.49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 9, 219, 271, 5450, 65, 6, 41.34, 6.89, 39, 0, 0, 5, 14, 8, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.75, 11.49, 10.61, 0, 14.49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 12, 224, 325, 5055, 80, 5, 26.46, 5.292, 46, 0, 0, 5, 13, 12, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58, 5.44, 7.42, 0, 12.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 11, 235, 362, 2881, 40, 3, 6.56, 2.1867, 4, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 13, 244, 184, 1307, 42, 4, 84.64, 21.16, 29, 0, 0, 10, 2, 8, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26.68, 3.1, 25.56, 0, 29.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 18, 228, 323, 3791, 100, 7, 118.99, 16.9986, 64, 0, 0, 9, 20, 15, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18.43, 19.47, 38.77, 0, 42.32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 14, 252, 375, 743, 64, 2, 8.69, 4.345, 6, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 16, 229, 224, 3751, 79, 8, 145.9, 18.2375, 64, 0, 0, 12, 15, 16, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28.68, 14.51, 50.58, 0, 52.13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 23, 251, 139, 760, 213, 14, 257.63, 18.4021, 76, 0, 0, 21, 10, 20, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67.41, 11.93, 89.85, 0, 88.44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 15, 249, 374, 981, 30, 1, 1.04, 1.04, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 20, 214, 258, 6255, 60, 6, 58.58, 9.7633, 47, 0, 0, 5, 14, 11, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.6, 9.82, 17.91, 0, 25.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 19, 242, 354, 1995, 55, 2, 15.31, 7.655, 16, 0, 0, 1, 7, 3, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 7.37, 2.24, 0, 5.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 21, 238, 222, 2525, 71, 8, 150.16, 18.77, 61, 0, 0, 14, 13, 16, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35.79, 14.68, 50.14, 0, 49.55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 26, 221, 341, 5331, 154, 11, 51.57, 4.6882, 56, 0, 0, 3, 31, 9, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.47, 35.08, 5.8, 0, 10.22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
40, 1, SelectiveNorthernHardwood, 27, 255, 136, 535, 145, 10, 208.29, 20.829, 64, 0, 0, 21, 8, 16, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62.5, 9.1, 64.86, 0, 71.83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
